Date,Close/Last,Volume,Open,High,Low
07/10/2021,2089.53,N/A,2133.62,2137.97,2087.18
07/09/2021,2135.68,N/A,2117.86,2191.3,2125.15
07/08/2021,2117.86,N/A,2254.97,2121.27,2079.41
07/07/2021,2260.35,N/A,2339.09,2322.47,2239.94
07/06/2021,2333.62,N/A,2236.97,2341.25,2296.43
07/05/2021,2230.21,N/A,2265.22,2248.15,2194.2
07/04/2021,2256.11,N/A,2224.7,2322.6,2247.49
07/03/2021,2227.7,N/A,2101.99,2236.97,2115.8
07/02/2021,2122.05,N/A,2041.94,2164.3,2115.8
07/01/2021,2049.73,N/A,2185.82,2132.95,2048.19
06/30/2021,2190.22,N/A,2124.71,2274.63,2184.31
06/29/2021,2130.08,N/A,2103.95,2186.03,2123.73
06/28/2021,2102.82,N/A,1966.79,2139.52,2076.17
06/27/2021,1970.68,N/A,1882.78,1994.48,1962.89
06/26/2021,1881.53,N/A,1820.25,1887.9,1813.79
06/25/2021,1822.86,N/A,1997.54,1839.01,1795.61
06/24/2021,1997.79,N/A,1907.23,2017.47,1964.07
06/23/2021,1896.95,N/A,2013.39,1975.26,1886.74
06/22/2021,2004.42,N/A,1976.78,2031.06,1823.57
06/21/2021,1982.71,N/A,2156.65,1994.32,1864.52
06/20/2021,2158.98,N/A,2182.5,2257.86,2158.98
06/19/2021,2187.34,N/A,2188.41,2192.1,2146.72
06/18/2021,2180.05,N/A,2341.96,2254.28,2173.52
06/17/2021,2346.86,N/A,2434.33,2376.62,2312.4
06/16/2021,2429.97,N/A,2522.01,2437.88,2361.32
06/15/2021,2524.44,N/A,2586.46,2544.35,2501.93
06/14/2021,2590.68,N/A,2478.38,2620.4,2569.79
06/13/2021,2472.22,N/A,2336.4,2523.59,2469.02
06/12/2021,2334.35,N/A,2302.03,2415.86,2323.45
06/11/2021,2277.78,N/A,2465.16,2363.77,2260.8
06/10/2021,2461.2,N/A,2579.14,2493.48,2406.53
06/09/2021,2580.44,N/A,2455.25,2615.46,2578.35
06/08/2021,2459.62,N/A,2490.48,2520.74,2414.66
06/07/2021,2487.84,N/A,2766.91,2618.7,2435.14
06/06/2021,2767.38,N/A,2674.69,2797.6,2693.66
06/05/2021,2671.4,N/A,2761.48,2691.89,2614.48
06/04/2021,2756.26,N/A,2732.62,2779.27,2680.35
06/03/2021,2747.86,N/A,2696.48,2856.63,2683.29
06/02/2021,2717.24,N/A,2594.12,2723.54,2666.39
06/01/2021,2612.9,N/A,2643.91,2647.44,2554.88
05/31/2021,2625.66,N/A,2308.45,2738.22,2616.64
05/30/2021,2291.24,N/A,2295.86,2412.95,2279.42
05/29/2021,2291.18,N/A,2512.21,2307.53,2181.93
05/28/2021,2515.66,N/A,2728.32,2544.21,2401.44
05/27/2021,2703.48,N/A,2676.63,2760.17,2674.15
05/26/2021,2655.84,N/A,2842.8,2885.02,2638.62
05/25/2021,2825.76,N/A,2585.19,2839.72,2648.1
05/24/2021,2586.52,N/A,2139.96,2747.49,2541.05
05/23/2021,2151.1,N/A,2319.79,2196.59,2080.87
05/22/2021,2312.92,N/A,2330.99,2379.89,2257.29
05/21/2021,2333.99,N/A,2791.47,2481.06,2311.87
05/20/2021,2805.8,N/A,2474.48,2931.66,2766.02
05/19/2021,2448.76,N/A,3094.68,2539.36,2163.4
05/18/2021,3103.98,N/A,3380.61,3434.01,3065.84
05/17/2021,3388.7,N/A,3254.53,3415,3244.93
05/16/2021,3267.2,N/A,3825.2,3582.19,3235.2
05/15/2021,3798.62,N/A,4027.17,3851.62,3626.53
05/14/2021,4035.14,N/A,3781.41,4129.99,4013.04
05/13/2021,3807.61,N/A,3938.29,3893.57,3694.54
05/12/2021,3911.35,N/A,4337.93,4031.99,3539.96
05/11/2021,4318.2,N/A,3855.65,4327.76,4151.39
05/10/2021,3857.83,N/A,4051.53,4025.11,3781.86
05/09/2021,4053.56,N/A,3879.14,4067.75,3888.6
05/08/2021,3947.83,N/A,3531.95,3947.83,3819.55
05/07/2021,3526.88,N/A,3423.71,3549.69,3453.37
05/06/2021,3439.26,N/A,3471.5,3530.84,3401.11
05/05/2021,3466.61,N/A,3310.14,3537.12,3442.35
05/04/2021,3317.58,N/A,3237.69,3331.54,3295.34
05/03/2021,3239.54,N/A,3053.38,3446.51,3188.9
05/02/2021,3052.6,N/A,2949.71,3057.99,2950.07
05/01/2021,2912.25,N/A,2838.94,2954.53,2910.74
04/30/2021,2843.18,N/A,2742.91,2846.81,2753.6
04/29/2021,2740.19,N/A,2694.76,2768.03,2727.5
04/28/2021,2690.07,N/A,2628.81,2753.4,2686.07
04/27/2021,2642.5,N/A,2494.61,2714.94,2629.85
04/26/2021,2498.12,N/A,2453.65,2546.63,2484.44
04/25/2021,2445.16,N/A,2189.26,2467.72,2305.97
04/24/2021,2192.66,N/A,2296.72,2249.28,2190.59
04/23/2021,2302.55,N/A,2281.49,2367.46,2229.62
04/22/2021,2277.17,N/A,2385.58,2440.21,2141.95
04/21/2021,2379.77,N/A,2290.15,2448.59,2319.93
04/20/2021,2297.03,N/A,2102.52,2360.69,2281.78
04/19/2021,2104.16,N/A,2265.71,2173.73,2067.73
04/18/2021,2272.48,N/A,2163.45,2275.87,2200.84
04/17/2021,2081.57,N/A,2486.24,2338.53,1948.93
04/16/2021,2481.23,N/A,2495.66,2489.45,2423.04
04/15/2021,2505.26,N/A,2475.6,2544.54,2478.92
04/14/2021,2467.41,N/A,2346.87,2475.98,2402.75
04/13/2021,2340.08,N/A,2163.35,2349.99,2281.49
04/12/2021,2165.82,N/A,2149.2,2175.04,2136.49
04/11/2021,2148.11,N/A,2145.41,2162.22,2131.14
04/10/2021,2145.29,N/A,2143.2,2157.01,2123.76
04/09/2021,2143.07,N/A,2072.65,2145.32,2058.23
04/08/2021,2075.85,N/A,1997.74,2097.6,2070.14
04/07/2021,1992.68,N/A,2104.49,1994.32,1951.83
04/06/2021,2104.03,N/A,2114.96,2128.25,2082.07
04/05/2021,2121.24,N/A,2029.49,2150.78,2108.81
04/04/2021,2032.56,N/A,2016.56,2083.73,2031.45
04/03/2021,2008.59,N/A,2092.44,2023.85,1982
04/02/2021,2092.19,N/A,1995.4,2137.68,2084.03
04/01/2021,1993.19,N/A,1925.82,2010.3,1949.99
03/31/2021,1917.44,N/A,1839.94,1944.08,1914.09
03/30/2021,1819.79,N/A,1793.72,1861.85,1817.09
03/29/2021,1796.9,N/A,1694.6,1827.16,1788.6
03/28/2021,1698.17,N/A,1706.73,1700.97,1678.38
03/27/2021,1712.37,N/A,1696.01,1716.12,1701.26
03/26/2021,1694.38,N/A,1612.97,1717.19,1687.49
03/25/2021,1620.25,N/A,1570.57,1628.28,1586.36
03/24/2021,1572.02,N/A,1679.82,1597.09,1550.11
03/23/2021,1678.98,N/A,1700.94,1685.04,1652.07
03/22/2021,1697.77,N/A,1783.57,1712.43,1668.86
03/21/2021,1781.34,N/A,1786.73,1786,1754.21
03/20/2021,1784.54,N/A,1833.17,1815.85,1776.42
03/19/2021,1828,N/A,1779.84,1835.31,1801.6
03/18/2021,1782.3,N/A,1834.11,1848.88,1735.42
03/17/2021,1835.14,N/A,1766.07,1849.23,1812.94
03/16/2021,1766.73,N/A,1749.34,1811.93,1763.65
03/15/2021,1747.84,N/A,1883.93,1803.06,1715.97
03/14/2021,1885.23,N/A,1911.09,1890.59,1843.41
03/13/2021,1903.82,N/A,1771.54,1932.36,1890.05
03/12/2021,1755.68,N/A,1804.91,1767.3,1730.46
03/11/2021,1804.89,N/A,1800.28,1841.19,1797.03
03/10/2021,1798.94,N/A,1793.22,1816.29,1764.46
03/09/2021,1791.89,N/A,1836.52,1875.98,1759.5
03/08/2021,1843.43,N/A,1728.08,1858.77,1809.09
03/07/2021,1726.71,N/A,1658.18,1751.92,1710.67
03/06/2021,1657.64,N/A,1529.67,1685.08,1639.66
03/05/2021,1528.31,N/A,1467.96,1548.06,1521.6
03/04/2021,1483.07,N/A,1536.46,1540.66,1447.45
03/03/2021,1543.9,N/A,1540.21,1623.73,1535.9
03/02/2021,1543.85,N/A,1576.03,1547,1477.72
03/01/2021,1568.58,N/A,1440.72,1602.13,1515.22
02/28/2021,1444.09,N/A,1368.4,1455.37,1411.55
02/27/2021,1385.91,N/A,1502.21,1467.76,1367.31
02/26/2021,1503.8,N/A,1503.15,1515.83,1439.84
02/25/2021,1508.01,N/A,1589.77,1526.62,1449.19
02/24/2021,1595.49,N/A,1643.15,1655.45,1588.7
02/23/2021,1636.05,N/A,1632.56,1652.01,1505.79
02/22/2021,1609.62,N/A,1864.79,1781.44,1609.62
02/21/2021,1857.91,N/A,1944.76,1935.04,1837.22
02/20/2021,1937.85,N/A,2021.73,1954.82,1885.7
02/19/2021,2025.19,N/A,1903.83,2040.79,1924.17
02/18/2021,1904.01,N/A,1901.06,1951.26,1892.7
02/17/2021,1898.89,N/A,1738.69,1916.3,1849.05
02/16/2021,1740.05,N/A,1812.81,1785.72,1734.15
02/15/2021,1811.57,N/A,1722.58,1827.07,1746.05
02/14/2021,1710.87,N/A,1815.38,1811.64,1661.09
02/13/2021,1812.56,N/A,1863.1,1843.13,1803.1
02/12/2021,1859.33,N/A,1750.21,1871.36,1840.72
02/11/2021,1745.83,N/A,1722.42,1806.86,1741.04
02/10/2021,1722.27,N/A,1787.5,1746.32,1704.97
02/09/2021,1787.21,N/A,1735.72,1824,1760.05
02/08/2021,1739.05,N/A,1618.84,1765.88,1711.4
02/07/2021,1615.97,N/A,1606.98,1629.25,1566.43
02/06/2021,1588.25,N/A,1672.02,1692.29,1588.25
02/05/2021,1680.93,N/A,1635.47,1742.9,1651.54
02/04/2021,1634.08,N/A,1661.46,1651.61,1589.28
02/03/2021,1659.29,N/A,1552.97,1693.64,1635.72
02/02/2021,1554.28,N/A,1381.14,1560.3,1510.27
02/01/2021,1381.97,N/A,1315.29,1410.06,1361.63
01/31/2021,1318.04,N/A,1361.22,1329.6,1272.09
01/30/2021,1357.97,N/A,1343.06,1380.04,1352.46
01/29/2021,1346.21,N/A,1306.37,1405.78,1327.66
01/28/2021,1305.36,N/A,1283.04,1373.56,1288.26
01/27/2021,1279.75,N/A,1311.55,1291.83,1221.15
01/26/2021,1306.99,N/A,1341.04,1372.31,1299.62
01/25/2021,1330.64,N/A,1423.2,1377.94,1299.52
01/24/2021,1416.87,N/A,1320.61,1474.68,1386.17
01/23/2021,1314.48,N/A,1248.22,1315.63,1222.14
01/22/2021,1246.4,N/A,1158.45,1250.31,1207.41
01/21/2021,1154.44,N/A,1288.75,1185.94,1045.02
01/20/2021,1299.96,N/A,1357.1,1387.39,1294.54
01/19/2021,1359.85,N/A,1305.16,1406.56,1321.61
01/18/2021,1310.45,N/A,1202.37,1344.01,1252.36
01/17/2021,1197.31,N/A,1224.31,1246.47,1184.15
01/16/2021,1235.13,N/A,1181.16,1257.81,1202.47
01/15/2021,1178.3,N/A,1208.32,1197.51,1158.33
01/14/2021,1215,N/A,1108.45,1256.13,1203.63
01/13/2021,1106.15,N/A,1024.1,1144.05,1088.52
01/12/2021,1021.17,N/A,1097.37,1058.07,990.96
01/11/2021,1085.9,N/A,1118.53,1101.03,1042.16
01/10/2021,1117.54,N/A,1318.94,1257.3,1026.35
01/09/2021,1322.28,N/A,1220.04,1340.14,1275.87
01/08/2021,1221.03,N/A,1169.55,1233.44,1172.39
01/07/2021,1170.08,N/A,1210.66,1230.75,1069.25
01/06/2021,1211.33,N/A,1116.23,1223.43,1181.5
01/05/2021,1115.89,N/A,1004.08,1132.76,1060.67
01/04/2021,1024.04,N/A,1027.21,1131.56,990.8
01/03/2021,1020.94,N/A,778.07,1033,956.6
01/02/2021,774.3,N/A,729.11,781.35,769.57
01/01/2021,729.49,N/A,742.54,733.28,715.15
